word,type,level,guideword,topic,scene_uid,uid
plus quoi,adverbe,A2,,,328,2617
poignant,adjectif,A2,,,328,2618
liane,nom,A2,,Faire du shopping,328,2619
linge,nom,A2,,Faire du shopping,328,2620
merci,adverbe,A2,,Faire du shopping,328,2621
merde,nom,A2,,Faire du shopping,328,2622
payés,nom,A2,,Faire du shopping,328,2623
plus quoi faire,adverbe,A2,,Faire du shopping,328,2624
polygamie,nom,A2,,,329,2625
porter plaindre,verbe,A2,,,329,2626
sale,adjectif,A2,,Faire du shopping,329,2627
écotaxe,nom,A2,,Faire du shopping,329,2628
sérieusement,adverbe,A2,,Parler de périodes historiques,329,2629
narrateur,nom,A2,,Raconter des anecdotes,329,2630
rallier,verbe,A2,,Raconter des anecdotes,329,2631
agrandir,verbe,A2,,Exprimer la gratitude,329,2632
pot,nom,A2,,,330,2633
potion,nom,A2,,,330,2634
attentivement,adverbe,A2,,Exprimer la gratitude,330,2635
balance,nom,A2,,Exprimer la gratitude,330,2636
blesser,verbe,A2,,Exprimer la gratitude,330,2637
confortablement,adverbe,A2,,Exprimer la gratitude,330,2638
fruitier,adjectif,A2,,Exprimer la gratitude,330,2639
grièvement,adverbe,A2,,Exprimer la gratitude,330,2640
prisonnier,nom,A2,,,331,2641
prisonnier,adjectif,A2,,,331,2642
infirmerie,nom,A2,,Exprimer la gratitude,331,2643
patinage,nom,A2,,Exprimer la gratitude,331,2644
positiver,verbe,A2,,Exprimer la gratitude,331,2645
sûrement,adverbe,A2,,Exprimer la gratitude,331,2646
briquet,nom,A2,,Parler d'intérêts,331,2647
brise,nom,A2,,Parler d'intérêts,331,2648
projectile,nom,A2,,,332,2649
prospectus,nom,A2,,,332,2650
brisé,adjectif,A2,,Parler d'intérêts,332,2651
disparaître,verbe,A2,,Parler d'intérêts,332,2652
iie,adjectif,A2,,Parler d'intérêts,332,2653
inscrit,nom,A2,,Parler d'intérêts,332,2654
intensif,adjectif,A2,,Parler d'intérêts,332,2655
interpellation,nom,A2,,Parler d'intérêts,332,2656
q,nom,A2,,,333,2657
queue,nom,A2,,,333,2658
interpeller,verbe,A2,,Parler d'intérêts,333,2659
intéressé,adjectif,A2,,Parler d'intérêts,333,2660
inès,nom,A2,,Parler d'intérêts,333,2661
ixer,verbe,A2,,Parler d'intérêts,333,2662
miens,nom,A2,,Parler d'intérêts,333,2663
par,nom,A2,,Parler d'intérêts,333,2664
ramener,verbe,A2,,,334,2665
ranch,nom,A2,,,334,2666
robinet,nom,A2,,Parler d'intérêts,334,2667
tiens,nom,A2,,Parler d'intérêts,334,2668
voisons,nom,A2,,Parler d'intérêts,334,2669
châtain,nom,A2,,Engager une conversation,334,2670
conversation,nom,A2,,Engager une conversation,334,2671
caricature,nom,A2,,Partager des anecdotes,334,2672
rando,nom,A2,,,335,2673
rassir,verbe,A2,,,335,2674
citées,adjectif,A2,,Partager des anecdotes,335,2675
emménager,verbe,A2,,Partager des anecdotes,335,2676
fromager,nom,A2,,Partager des anecdotes,335,2677
fromagerie,nom,A2,,Partager des anecdotes,335,2678
ingrat,nom,A2,,Partager des anecdotes,335,2679
tu partageras,adverbe,A2,,Partager des anecdotes,335,2680
rattraper,verbe,A2,,,336,2681
relooking,nom,A2,,,336,2682
volubile,adjectif,A2,,Partager des anecdotes,336,2683
épopée,nom,A2,,Partager des anecdotes,336,2684
bataille,nom,A2,,Raconter son dernier voyage,336,2685
camembert,nom,A2,,Raconter son dernier voyage,336,2686
colombin,adjectif,A2,,Raconter son dernier voyage,336,2687
comète,nom,A2,,Raconter son dernier voyage,336,2688
rentrée,nom,A2,,,337,2689
repousse,nom,A2,,,337,2690
couleur,nom,A2,,Raconter son dernier voyage,337,2691
frotter,verbe,A2,,Raconter son dernier voyage,337,2692
natter,verbe,A2,,Raconter son dernier voyage,337,2693
ravissant,adjectif,A2,,Raconter son dernier voyage,337,2694
rideau,nom,A2,,Raconter son dernier voyage,337,2695
sauvetage,nom,A2,,Raconter son dernier voyage,337,2696
retomber,verbe,A2,,,338,2697
ridé,adjectif,A2,,,338,2698
trois cent,déterminant,A2,,Raconter son dernier voyage,338,2699
vendange,nom,A2,,Raconter son dernier voyage,338,2700
aise,adjectif,A2,,Rencontrer des amis,338,2701
au côtés de,préposition,A2,,Rencontrer des amis,338,2702
aéré,adjectif,A2,,Rencontrer des amis,338,2703
biser,verbe,A2,,Rencontrer des amis,338,2704
roi,nom,A2,,,339,2705
rom,pronom,A2,,,339,2706
bisou,nom,A2,,Rencontrer des amis,339,2707
de l' autre côté,préposition,A2,,Rencontrer des amis,339,2708
en ce moment,adverbe,A2,,Rencontrer des amis,339,2709
en face,adverbe,A2,,Rencontrer des amis,339,2710
en pirogue,adverbe,A2,,Rencontrer des amis,339,2711
en terrasse,adverbe,A2,,Rencontrer des amis,339,2712
rom,nom,A2,,,340,2713
rond,adjectif,A2,,,340,2714
jusqu' à ce que,conjonction,A2,,Rencontrer des amis,340,2715
maire,nom,A2,,Rencontrer des amis,340,2716
mais voilà,adverbe,A2,,Rencontrer des amis,340,2717
oui,pronom,A2,,Rencontrer des amis,340,2718
rencontrer,verbe,A2,,Rencontrer des amis,340,2719
rens,nom,A2,,Rencontrer des amis,340,2720
râpé,adjectif,A2,,,341,2721
rébellion,nom,A2,,,341,2722
sur scène,adverbe,A2,,Rencontrer des amis,341,2723
tu en as,adverbe,A2,,Rencontrer des amis,341,2724
tu en auras,adverbe,A2,,Rencontrer des amis,341,2725
tu te souviens de quoi,adverbe,A2,,Rencontrer des amis,341,2726
unes,pronom,A2,,Rencontrer des amis,341,2727
à côté de ici,préposition,A2,,Rencontrer des amis,341,2728
réfrigérateur,nom,A2,,,342,2729
régiment,nom,A2,,,342,2730
éclair,nom,A2,,Rencontrer des amis,342,2731
adoptez,préposition,A2,,Parler de ses parents,342,2732
parent,nom,A2,,Parler de ses parents,342,2733
seul,adjectif,A2,,Parler de ses parents,342,2734
fluvial,adjectif,A2,,Faire une réclamation,342,2735
ruine,nom,A2,,Faire une réclamation,342,2736
résident,adjectif,A2,,,343,2737
rétro,adjectif,A2,,,343,2738
réclamation,nom,A2,,Faire une réclamation,343,2739
sourire,nom,A2,,Faire une réclamation,343,2740
sourire,verbe,A2,,Faire une réclamation,343,2741
déterminisme,nom,A2,,Répéter des informations,343,2742
reportage,nom,A2,,Répéter des informations,343,2743
responsabiliser,verbe,A2,,Répéter des informations,343,2744
sable,nom,A2,,,344,2745
sac - à - dos,nom,A2,,,344,2746
activiste,nom,A2,,Parler de la religion,344,2747
laitier,nom,A2,,Parler de la religion,344,2748
mosquée,nom,A2,,Parler de la religion,344,2749
protestant,adjectif,A2,,Parler de la religion,344,2750
religieux,nom,A2,,Parler de la religion,344,2751
au large de,préposition,A2,,Donner des suggestions,344,2752
sandale,nom,A2,,,345,2753
sept,adjectif,A2,,,345,2754
autour de,préposition,A2,,Donner des suggestions,345,2755
battre,verbe,A2,,Donner des suggestions,345,2756
bon alors,adverbe,A2,,Donner des suggestions,345,2757
bonhomme,adjectif,A2,,Donner des suggestions,345,2758
botte,nom,A2,,Donner des suggestions,345,2759
breton,adjectif,A2,,Donner des suggestions,345,2760
shooter,verbe,A2,,,346,2761
short,nom,A2,,,346,2762
breton,nom,A2,,Donner des suggestions,346,2763
ciné,nom,A2,,Donner des suggestions,346,2764
ciné,verbe,A2,,Donner des suggestions,346,2765
cirer,verbe,A2,,Donner des suggestions,346,2766
ciré,adjectif,A2,,Donner des suggestions,346,2767
coursier,nom,A2,,Donner des suggestions,346,2768
show - business,nom,A2,,,347,2769
sir,nom,A2,,,347,2770
digne,nom,A2,,Donner des suggestions,347,2771
en bas de,préposition,A2,,Donner des suggestions,347,2772
en toi,adverbe,A2,,Donner des suggestions,347,2773
en train de,préposition,A2,,Donner des suggestions,347,2774
fente,nom,A2,,Donner des suggestions,347,2775
frire,verbe,A2,,Donner des suggestions,347,2776
six,adjectif,A2,,,348,2777
six,déterminant,A2,,,348,2778
huit,nom,A2,,Donner des suggestions,348,2779
moutarde,nom,A2,,Donner des suggestions,348,2780
ogre,nom,A2,,Donner des suggestions,348,2781
panne,nom,A2,,Donner des suggestions,348,2782
plus de bon repas,adverbe,A2,,Donner des suggestions,348,2783
plus de vrai hiver,adverbe,A2,,Donner des suggestions,348,2784
smoking,,A2,,,349,2785
soda,nom,A2,,,349,2786
pour tout dire,adverbe,A2,,Donner des suggestions,349,2787
recentrer,verbe,A2,,Donner des suggestions,349,2788
remporter,verbe,A2,,Donner des suggestions,349,2789
sentier,nom,A2,,Donner des suggestions,349,2790
si,conjonction,A2,,Donner des suggestions,349,2791
suisse,nom,A2,,Donner des suggestions,349,2792
solennel,adjectif,A2,,,350,2793
solo,adjectif,A2,,,350,2794
taire,verbe,A2,,Donner des suggestions,350,2795
toréador,nom,A2,,Donner des suggestions,350,2796
tout de suite,adverbe,A2,,Donner des suggestions,350,2797
tu me plais,adverbe,A2,,Donner des suggestions,350,2798
affronter,verbe,A2,,S'excuser,350,2799
allonger,verbe,A2,,S'excuser,350,2800
souple,adjectif,A2,,,351,2801
spectable,nom,A2,,,351,2802
assis,adjectif,A2,,S'excuser,351,2803
bras,nom,A2,,S'excuser,351,2804
bras,,A2,,S'excuser,351,2805
broder,verbe,A2,,S'excuser,351,2806
bronzer,verbe,A2,,S'excuser,351,2807
brosse,nom,A2,,S'excuser,351,2808
spontanéité,nom,A2,,,352,2809
spéléologie,nom,A2,,,352,2810
checker,nom,A2,,S'excuser,352,2811
dut,nom,A2,,S'excuser,352,2812
endosser,verbe,A2,,S'excuser,352,2813
fatiguer,verbe,A2,,S'excuser,352,2814
guerrier,adjectif,A2,,S'excuser,352,2815
habiller,verbe,A2,,S'excuser,352,2816
squash,nom,A2,,,353,2817
stabilité,nom,A2,,,353,2818
habitude,nom,A2,,S'excuser,353,2819
lls,pronom,A2,,S'excuser,353,2820
motiver,verbe,A2,,S'excuser,353,2821
rester,verbe,A2,,S'excuser,353,2822
russes,nom,A2,,S'excuser,353,2823
réagir,verbe,A2,,S'excuser,353,2824
standard,nom,A2,,,354,2825
suicide,nom,A2,,,354,2826
sauver,verbe,A2,,S'excuser,354,2827
savonnette,nom,A2,,S'excuser,354,2828
soif,nom,A2,,S'excuser,354,2829
sœurs,nom,A2,,S'excuser,354,2830
tousser,verbe,A2,,S'excuser,354,2831
objecter,verbe,A2,,Parler de ses objectifs,354,2832
super,verbe,A2,,,355,2833
swatch,nom,A2,,,355,2834
séducteur,adjectif,A2,,Parler de ses objectifs,355,2835
au défi,adverbe,A2,,Emmener sa voiture au garage,355,2836
av,nom,A2,,Emmener sa voiture au garage,355,2837
aéro - car,nom,A2,,Emmener sa voiture au garage,355,2838
embarcadère,nom,A2,,Emmener sa voiture au garage,355,2839
électriser,verbe,A2,,Emmener sa voiture au garage,355,2840
sylvain,nom,A2,,,356,2841
sylvain,adjectif,A2,,,356,2842
électroménager,nom,A2,,Emmener sa voiture au garage,356,2843
ému,adjectif,A2,,Emmener sa voiture au garage,356,2844
épée,nom,A2,,Emmener sa voiture au garage,356,2845
jour,nom,A2,,Donner son opinion sur la nourriture,356,2846
maure,nom,A2,,Donner son opinion sur la nourriture,356,2847
nous,pronom,A2,,Donner son opinion sur la nourriture,356,2848
syndicaliste,nom,A2,,,357,2849
séquence,nom,A2,,,357,2850
infect,adjectif,A2,,Consulter son médecin,357,2851
pharmaceutique,nom,A2,,Consulter son médecin,357,2852
pneumatique,adjectif,A2,,Consulter son médecin,357,2853
boire,nom,A2,,Parler de sa vie scolaire,357,2854
bouge,nom,A2,,Parler de sa vie scolaire,357,2855
dehors sauf,adverbe,A2,,Parler de sa vie scolaire,357,2856
talon,nom,A2,,,358,2857
tambourin,nom,A2,,,358,2858
en vie,adverbe,A2,,Parler de sa vie scolaire,358,2859
fontaine,nom,A2,,Parler de sa vie scolaire,358,2860
lapidaire gallo - romain,adjectif,A2,,Parler de sa vie scolaire,358,2861
panique,nom,A2,,Parler de sa vie scolaire,358,2862
saquer,verbe,A2,,Parler de sa vie scolaire,358,2863
saucisse,nom,A2,,Parler de sa vie scolaire,358,2864
tendrement,adverbe,A2,,,359,2865
terminus,nom,A2,,,359,2866
saumur - champigny,nom,A2,,Parler de sa vie scolaire,359,2867
saute,nom,A2,,Parler de sa vie scolaire,359,2868
saviez,,A2,,Parler de sa vie scolaire,359,2869
scaphandre,nom,A2,,Parler de sa vie scolaire,359,2870
sphérique,adjectif,A2,,Parler de sa vie scolaire,359,2871
sprache,adjectif,A2,,Parler de sa vie scolaire,359,2872
terraser,verbe,A2,,,360,2873
tienne,nom,A2,,,360,2874
superlatif,nom,A2,,Parler de sa vie scolaire,360,2875
toi,adverbe,A2,,Parler de sa vie scolaire,360,2876
toi,verbe,A2,,Parler de sa vie scolaire,360,2877
toujours de ce que tu as,adverbe,A2,,Parler de sa vie scolaire,360,2878
tu auras vécu toute une vie et tu mourras,adverbe,A2,,Parler de sa vie scolaire,360,2879
tu sais,conjonction,A2,,Parler de sa vie scolaire,360,2880
tire,nom,A2,,,361,2881
toc,adverbe,A2,,,361,2882
tu te tiendras,adverbe,A2,,Parler de sa vie scolaire,361,2883
tu verras,adverbe,A2,,Parler de sa vie scolaire,361,2884
veuf,nom,A2,,Parler de sa vie scolaire,361,2885
à vie,adverbe,A2,,Parler de sa vie scolaire,361,2886
biscotte,nom,A2,,Planifier une fête,361,2887
chemise,nom,A2,,Planifier une fête,361,2888
tolérant,adjectif,A2,,,362,2889
tonneau,nom,A2,,,362,2890
ferme,nom,A2,,Planifier une fête,362,2891
fermer,verbe,A2,,Planifier une fête,362,2892
féodal,adjectif,A2,,Planifier une fête,362,2893
féria,nom,A2,,Planifier une fête,362,2894
féroce,adjectif,A2,,Planifier une fête,362,2895
gastronome,nom,A2,,Planifier une fête,362,2896
tribut,nom,A2,,,363,2897
trimballer,verbe,A2,,,363,2898
immatérialité,nom,A2,,Planifier une fête,363,2899
teinture,nom,A2,,Planifier une fête,363,2900
édifier,verbe,A2,,Planifier une fête,363,2901
affaler,verbe,A2,,Parler du trafic,363,2902
anglaise,nom,A2,,Parler du trafic,363,2903
bagarre,nom,A2,,Parler du trafic,363,2904
tube,nom,A2,,,364,2905
tutorat,nom,A2,,,364,2906
bandoulière,nom,A2,,Parler du trafic,364,2907
blaise,nom,A2,,Parler du trafic,364,2908
bouche,nom,A2,,Parler du trafic,364,2909
bricoleur,nom,A2,,Parler du trafic,364,2910
briseur,nom,A2,,Parler du trafic,364,2911
carreau,nom,A2,,Parler du trafic,364,2912
types,adjectif,A2,,,365,2913
tzigane,adjectif,A2,,,365,2914
carthaginois,adjectif,A2,,Parler du trafic,365,2915
chaussure,nom,A2,,Parler du trafic,365,2916
clignotant,nom,A2,,Parler du trafic,365,2917
clignoter,verbe,A2,,Parler du trafic,365,2918
crottin,nom,A2,,Parler du trafic,365,2919
cuiller,nom,A2,,Parler du trafic,365,2920
ukulélé,nom,A2,,,366,2921
ultra,verbe,A2,,,366,2922
fiére,nom,A2,,Parler du trafic,366,2923
forfaire,verbe,A2,,Parler du trafic,366,2924
fouiller,verbe,A2,,Parler du trafic,366,2925
fouilles,nom,A2,,Parler du trafic,366,2926
fraîcheur,nom,A2,,Parler du trafic,366,2927
frileux,adjectif,A2,,Parler du trafic,366,2928
uv,nom,A2,,,367,2929
vampire,adjectif,A2,,,367,2930
humoriste,adjectif,A2,,Parler du trafic,367,2931
insoupçonné,adjectif,A2,,Parler du trafic,367,2932
mousseau,adjectif,A2,,Parler du trafic,367,2933
parolier,nom,A2,,Parler du trafic,367,2934
patinoire,nom,A2,,Parler du trafic,367,2935
patrouiller,verbe,A2,,Parler du trafic,367,2936
venu,nom,A2,,,368,2937
verdict,nom,A2,,,368,2938
pouet - pouet,nom,A2,,Parler du trafic,368,2939
pâtir,verbe,A2,,Parler du trafic,368,2940
stipulant,adjectif,A2,,Parler du trafic,368,2941
talus,nom,A2,,Parler du trafic,368,2942
trac,nom,A2,,Parler du trafic,368,2943
travailleur,adjectif,A2,,Parler du trafic,368,2944
verglas,nom,A2,,,369,2945
vidéo - guide,nom,A2,,,369,2946
troi,nom,A2,,Parler du trafic,369,2947
trouves,nom,A2,,Parler du trafic,369,2948
trouvère,nom,A2,,Parler du trafic,369,2949
trouvé,adjectif,A2,,Parler du trafic,369,2950
tréteau,nom,A2,,Parler du trafic,369,2951
adaptation,nom,A2,,Décrire la nature,369,2952
vif,nom,A2,,,370,2953
virginité,nom,A2,,,370,2954
ancestral,adjectif,A2,,Décrire la nature,370,2955
contenance,nom,A2,,Décrire la nature,370,2956
enthousiasme,nom,A2,,Décrire la nature,370,2957
instinctivement,adverbe,A2,,Décrire la nature,370,2958
matérialiste,nom,A2,,Décrire la nature,370,2959
végétation,nom,A2,,Décrire la nature,370,2960
vitrine,nom,A2,,,371,2961
vogue,nom,A2,,,371,2962
économe,adjectif,A2,,Décrire la nature,371,2963
étrançie,nom,A2,,Décrire la nature,371,2964
tu me demandes,adverbe,A2,,Demander et donner des conseils,371,2965
éco - conseiller,nom,A2,,Demander et donner des conseils,371,2966
bouffant,adjectif,A2,,Parler du monde du travail,371,2967
guerrè,nom,A2,,Parler du monde du travail,371,2968
vrai,adjectif,A2,,,372,2969
watt,nom,A2,,,372,2970
tunisien,nom,A2,,Parler du monde du travail,372,2971
accroche - toi,nom,A2,,Décrire des lieux,372,2972
c' est vrai que,conjonction,A2,,Décrire des lieux,372,2973
descendre,verbe,A2,,Décrire des lieux,372,2974
en descente de,préposition,A2,,Décrire des lieux,372,2975
en fac de,préposition,A2,,Décrire des lieux,372,2976
whisky,nom,A2,,,373,2977
yard,nom,A2,,,373,2978
en plus tu n',préposition,A2,,Décrire des lieux,373,2979
en vain que,conjonction,A2,,Décrire des lieux,373,2980
tout le contraire,adverbe,A2,,Décrire des lieux,373,2981
tu prends du,préposition,A2,,Décrire des lieux,373,2982
tu te promenais,adverbe,A2,,Décrire des lieux,373,2983
blé,nom,A2,,Parler de célébrités,373,2984
yorkshire,nom,A2,,,374,2985
zigomar,nom,A2,,,374,2986
celte,nom,A2,,Parler de célébrités,374,2987
celte,adjectif,A2,,Parler de célébrités,374,2988
celtique,adjectif,A2,,Parler de célébrités,374,2989
cerisier,nom,A2,,Parler de célébrités,374,2990
cuistot,nom,A2,,Parler de célébrités,374,2991
de belle taille,adverbe,A2,,Parler de célébrités,374,2992
zoom,nom,A2,,,375,2993
zéro,adjectif,A2,,,375,2994
deuxièmement,adverbe,A2,,Parler de célébrités,375,2995
en veille,adverbe,A2,,Parler de célébrités,375,2996
gaulois,nom,A2,,Parler de célébrités,375,2997
gauloiserie,nom,A2,,Parler de célébrités,375,2998
la veille de,préposition,A2,,Parler de célébrités,375,2999
laine,nom,A2,,Parler de célébrités,375,3000
à clef,adverbe,A2,,,376,3001
à même,adverbe,A2,,,376,3002
lampe,nom,A2,,Parler de célébrités,376,3003
seigneur,nom,A2,,Parler de célébrités,376,3004
surgelé,adjectif,A2,,Parler de célébrités,376,3005
veille,nom,A2,,Parler de célébrités,376,3006
antipelliculaire,adjectif,A2,,Parler de nourriture,376,3007
diffuseur,nom,A2,,Parler de nourriture,376,3008
à travers,adverbe,A2,,,377,3009
à égalité,adverbe,A2,,,377,3010
facture,nom,A2,,Parler de nourriture,377,3011
gourde,nom,A2,,Parler de nourriture,377,3012
toilette,nom,A2,,Parler de nourriture,377,3013
tout,nom,A2,,Parler de nourriture,377,3014
vainqueur,adjectif,A2,,Parler de nourriture,377,3015
voiturier,nom,A2,,Parler de nourriture,377,3016
éd,nom,A2,,,378,3017
émirat,nom,A2,,,378,3018
à pareille heure,adverbe,A2,,Parler de nourriture,378,3019
rendormir,verbe,A2,,Rendre un article,378,3020
renfort,nom,A2,,Rendre un article,378,3021
renseignement,nom,A2,,Rendre un article,378,3022
renversant,adjectif,A2,,Rendre un article,378,3023
renvoi,nom,A2,,Rendre un article,378,3024
éndort,verbe,A2,,,379,3025
épouvantable,adjectif,A2,,,379,3026
un,adjectif,A2,,Rendre un article,379,3027
écran e - book,nom,A2,,Rendre un article,379,3028
annulation,nom,A2,,Faire une annonce,379,3029
au moment où,conjonction,A2,,Faire une annonce,379,3030
au moment où,adverbe,A2,,Faire une annonce,379,3031
banlieue,,A2,,Faire une annonce,379,3032
abrév,,B1,,,380,3033
acclamation,nom,B1,,,380,3034
cloison,nom,A2,,Faire une annonce,380,3035
coloré,adjectif,A2,,Faire une annonce,380,3036
d' une fois,adverbe,A2,,Faire une annonce,380,3037
dernièrement,adverbe,A2,,Faire une annonce,380,3038
décoré,adjectif,A2,,Faire une annonce,380,3039
elle - même,pronom,A2,,Faire une annonce,380,3040
achille,nom,B1,,,381,3041
adhérent,nom,B1,,,381,3042
eté,verbe,A2,,Faire une annonce,381,3043
frais et blanc,adjectif,A2,,Faire une annonce,381,3044
franciliens,nom,A2,,Faire une annonce,381,3045
obéissance,nom,A2,,Faire une annonce,381,3046
ouais,adverbe,A2,,Faire une annonce,381,3047
ouais,nom,A2,,Faire une annonce,381,3048
adhérer,verbe,B1,,,382,3049
adjuvant,nom,B1,,,382,3050
ouïe,nom,A2,,Faire une annonce,382,3051
périple,nom,A2,,Faire une annonce,382,3052
troisièmement,adverbe,A2,,Faire une annonce,382,3053
usine,nom,A2,,Faire une annonce,382,3054
viennois,nom,A2,,Faire une annonce,382,3055
viviane,nom,A2,,Faire une annonce,382,3056
affamer,verbe,B1,,,383,3057
affilié,nom,B1,,,383,3058
évêque,nom,A2,,Faire une annonce,383,3059
agrandissement,nom,A2,,Décrire son domicile,383,3060
brusquement,adverbe,A2,,Décrire son domicile,383,3061
court,adjectif,A2,,Décrire son domicile,383,3062
descendant,nom,A2,,Décrire son domicile,383,3063
moralisateur,nom,A2,,Décrire son domicile,383,3064
affilée,nom,B1,,,384,3065
affinité,nom,B1,,,384,3066
moralité,nom,A2,,Décrire son domicile,384,3067
noble,nom,A2,,Décrire son domicile,384,3068
faveurs,nom,A2,,Parler de erreurs,384,3069
tu m' en parles,adverbe,A2,,Parler de erreurs,384,3070
tu parles,adverbe,A2,,Parler de erreurs,384,3071
aiguille et tu mourras,nom,A2,,Exprimer la peur,384,3072
affirmative,nom,B1,,,385,3073
affront,nom,B1,,,385,3074
apaiser,verbe,A2,,Exprimer la peur,385,3075
apprendre,verbe,A2,,Exprimer la peur,385,3076
bouillir,verbe,A2,,Exprimer la peur,385,3077
calamistrer,verbe,A2,,Exprimer la peur,385,3078
empierrer,verbe,A2,,Exprimer la peur,385,3079
en exemple,adverbe,A2,,Exprimer la peur,385,3080
affût,nom,B1,,,386,3081
age,nom,B1,,,386,3082
en peu,adverbe,A2,,Exprimer la peur,386,3083
en plein soleil,adverbe,A2,,Exprimer la peur,386,3084
enchevêtrer,verbe,A2,,Exprimer la peur,386,3085
entresol,nom,A2,,Exprimer la peur,386,3086
enverrer,verbe,A2,,Exprimer la peur,386,3087
garance,nom,A2,,Exprimer la peur,386,3088
agenzia,,B1,,,387,3089
agoraphobie,nom,B1,,,387,3090
gazinière,nom,A2,,Exprimer la peur,387,3091
laveur,adjectif,A2,,Exprimer la peur,387,3092
moniteur,nom,A2,,Exprimer la peur,387,3093
peloton,nom,A2,,Exprimer la peur,387,3094
pelé,adjectif,A2,,Exprimer la peur,387,3095
peson,nom,A2,,Exprimer la peur,387,3096
aimant,nom,B1,,,388,3097
air,,B1,,,388,3098
peu peu,adverbe,A2,,Exprimer la peur,388,3099
peuple,nom,A2,,Exprimer la peur,388,3100
peuple,adjectif,A2,,Exprimer la peur,388,3101
peuplé,adjectif,A2,,Exprimer la peur,388,3102
peur,nom,A2,,Exprimer la peur,388,3103
peureux,adjectif,A2,,Exprimer la peur,388,3104
alamane,nom,B1,,,389,3105
aligner,verbe,B1,,,389,3106
piastre,nom,A2,,Exprimer la peur,389,3107
pimenter,verbe,A2,,Exprimer la peur,389,3108
poil,nom,A2,,Exprimer la peur,389,3109
pompier,adjectif,A2,,Exprimer la peur,389,3110
poutrelle,nom,A2,,Exprimer la peur,389,3111
prier,verbe,A2,,Exprimer la peur,389,3112
alinéa,nom,B1,,,390,3113
aliénant,adjectif,B1,,,390,3114
prière,nom,A2,,Exprimer la peur,390,3115
pèse,nom,A2,,Exprimer la peur,390,3116
pédestre,adjectif,A2,,Exprimer la peur,390,3117
tu peux manger,adverbe,A2,,Exprimer la peur,390,3118
tu te piqueras,adverbe,A2,,Exprimer la peur,390,3119
à peu,adverbe,A2,,Exprimer la peur,390,3120
alpage,nom,B1,,,391,3121
alpe,nom,B1,,,391,3122
à peu près,adverbe,A2,,Exprimer la peur,391,3123
à peu près autant,adverbe,A2,,Exprimer la peur,391,3124
à peu près tout,adverbe,A2,,Exprimer la peur,391,3125
écouteur,nom,A2,,Exprimer la peur,391,3126
épater,verbe,A2,,Exprimer la peur,391,3127
épi,nom,A2,,Exprimer la peur,391,3128
altitude,nom,B1,,,392,3129
ambiance,nom,B1,,,392,3130
épingle,nom,A2,,Exprimer la peur,392,3131
éploré,adjectif,A2,,Exprimer la peur,392,3132
épouser,verbe,A2,,Exprimer la peur,392,3133
épuisant,adjectif,A2,,Exprimer la peur,392,3134
étirer,verbe,A2,,Exprimer la peur,392,3135
bep,nom,A2,,Utiliser Internet,392,3136
ambivalent,adjectif,B1,,,393,3137
amone,nom,B1,,,393,3138
désapprouver,verbe,A2,,Utiliser Internet,393,3139
nettoyage,nom,A2,,Utiliser Internet,393,3140
ont,déterminant,A2,,Utiliser Internet,393,3141
ostentation,nom,A2,,Utiliser Internet,393,3142
provisionnel,adjectif,A2,,Utiliser Internet,393,3143
safari,nom,A2,,Utiliser Internet,393,3144
amphi,nom,B1,,,394,3145
amputer,verbe,B1,,,394,3146
wifi,nom,A2,,Utiliser Internet,394,3147
équipage,nom,A2,,Utiliser Internet,394,3148
artiste,adjectif,A2,,Parler d'art,394,3149
bidon,nom,A2,,Parler d'art,394,3150
charcutier,adjectif,A2,,Parler d'art,394,3151
dactylographie,nom,A2,,Parler d'art,394,3152
américain,nom,B1,,,395,3153
anatomie,nom,B1,,,395,3154
disquaire,nom,A2,,Parler d'art,395,3155
fillette,nom,A2,,Parler d'art,395,3156
fêler,verbe,A2,,Parler d'art,395,3157
parler,verbe,A2,,Parler d'art,395,3158
peignoir,nom,A2,,Parler d'art,395,3159
statuette,nom,A2,,Parler d'art,395,3160
andalou,adjectif,B1,,,396,3161
animal,nom,B1,,,396,3162
théodore,nom,A2,,Parler d'art,396,3163
énigmatique,adjectif,A2,,Parler d'art,396,3164
dedans dit,adverbe,A2,,Décrire des traditions,396,3165
balinais,adjectif,A2,,Dîner dans un restaurant,396,3166
barbe,nom,A2,,Dîner dans un restaurant,396,3167
barbe,adjectif,A2,,Dîner dans un restaurant,396,3168
animation,nom,B1,,,397,3169
anne,nom,B1,,,397,3170
biche,nom,A2,,Dîner dans un restaurant,397,3171
castagnettes,nom,A2,,Dîner dans un restaurant,397,3172
islandais,adjectif,A2,,Dîner dans un restaurant,397,3173
lodge,nom,A2,,Dîner dans un restaurant,397,3174
steak - frite,nom,A2,,Dîner dans un restaurant,397,3175
à pied,adverbe,A2,,Dîner dans un restaurant,397,3176
anpe,nom,B1,,,398,3177
anthémon,nom,B1,,,398,3178
approprié,adjectif,A2,,Parler de l'environnement,398,3179
éco - citoyen,adjectif,A2,,Parler de l'environnement,398,3180
écoparticipation,nom,A2,,Parler de l'environnement,398,3181
écoute,nom,A2,,Parler de l'environnement,398,3182
laver,nom,A2,,Parler de l'esthétique,398,3183
laver,verbe,A2,,Parler de l'esthétique,398,3184
anti - cru,adjectif,B1,,,399,3185
anti - espion,adjectif,B1,,,399,3186
dur,adjectif,A2,,Comparer des offres,399,3187
déshabiller,verbe,A2,,Comparer des offres,399,3188
