word,type,level,guideword,topic,scene_uid,uid
rachat,nom,A1,,Raconter une aventure,75,597
confiserie,nom,A1,,Confier des secrets,75,598
confiture,nom,A1,,Confier des secrets,75,599
connétable,nom,A1,,Confier des secrets,75,600
inoubliable,adjectif,A1,,,76,601
intermittent,nom,A1,,,76,602
exposé,nom,A1,,Confier des secrets,76,603
secret,nom,A1,,Confier des secrets,76,604
secrétaire,nom,A1,,Confier des secrets,76,605
courses,nom,A1,,Parler de ses études,76,606
exams,nom,A1,,Parler de ses études,76,607
maths,nom,A1,,Parler de ses études,76,608
invitation,nom,A1,,,77,609
isba,nom,A1,,,77,610
appartement,nom,A1,,Décrire un déménagement,77,611
inauguration,nom,A1,,Décrire un déménagement,77,612
marcher,verbe,A1,,Parler de son trajet quotidien,77,613
réajuster,verbe,A1,,Parler de son trajet quotidien,77,614
excité,adjectif,A1,,Exprimer la surprise,77,615
extraordinaire,nom,A1,,Exprimer la surprise,77,616
jeton,nom,A1,,,78,617
joli,adjectif,A1,,,78,618
mistral,nom,A1,,Exprimer la surprise,78,619
numéroter,verbe,A1,,Exprimer la surprise,78,620
rafraîchir,verbe,A1,,Exprimer la surprise,78,621
surprise,nom,A1,,Exprimer la surprise,78,622
gadget,nom,A1,,Parler de la technologie,78,623
textile,adjectif,A1,,Parler de la technologie,78,624
judo,nom,A1,,,79,625
kayak,nom,A1,,,79,626
cinéma,nom,A1,,Parler du cinéma,79,627
apprenti,nom,A1,,Parler d'un tournoi,79,628
combien,adverbe,A1,,Parler d'un tournoi,79,629
dlatour,nom,A1,,Parler d'un tournoi,79,630
finlandais,adjectif,A1,,Parler d'un tournoi,79,631
loin de ici,préposition,A1,,Parler d'un tournoi,79,632
kilo,nom,A1,,,80,633
kilomètre,nom,A1,,,80,634
moine,nom,A1,,Parler d'un tournoi,80,635
oui tu as raison,adverbe,A1,,Parler d'un tournoi,80,636
tiramisu,nom,A1,,Parler d'un tournoi,80,637
tour,nom,A1,,Parler d'un tournoi,80,638
tourne,nom,A1,,Parler d'un tournoi,80,639
tourtière,nom,A1,,Parler d'un tournoi,80,640
kite,nom,A1,,,81,641
kite - surf,nom,A1,,,81,642
voisin,nom,A1,,Parler d'un tournoi,81,643
cadrage,nom,A1,,Effectuer des transactions,81,644
adresse e - mail,nom,A1,,Établir des contacts,81,645
tu m' invites,adverbe,A1,,Établir des contacts,81,646
étable,nom,A1,,Établir des contacts,81,647
biographie,nom,A1,,Décrire la géographie,81,648
kiwi,nom,A1,,,82,649
kréyol,nom,A1,,,82,650
hémisphérique,adjectif,A1,,Décrire la géographie,82,651
iguane,nom,A1,,Décrire la géographie,82,652
monumental,adjectif,A1,,Décrire la géographie,82,653
océanographique,adjectif,A1,,Décrire la géographie,82,654
typographie,nom,A1,,Décrire la géographie,82,655
après - midi,adverbe,A1,,Donner son opinion sur la musique,82,656
labyrinthe,nom,A1,,,83,657
lendemain,nom,A1,,,83,658
après - midi,nom,A1,,Donner son opinion sur la musique,83,659
dimanche après - midi,nom,A1,,Donner son opinion sur la musique,83,660
victime,adjectif,A1,,Parler de crimes,83,661
alors,adverbe,A1,,Parler de loisirs,83,662
arrière - grand - père,nom,A1,,Parler de loisirs,83,663
aztèque,adjectif,A1,,Parler de loisirs,83,664
lfaure,nom,A1,,,84,665
litre,nom,A1,,,84,666
aztèque,nom,A1,,Parler de loisirs,84,667
bonsoir,nom,A1,,Parler de loisirs,84,668
bébes,nom,A1,,Parler de loisirs,84,669
bénir,verbe,A1,,Parler de loisirs,84,670
champêtre,adjectif,A1,,Parler de loisirs,84,671
chien,adjectif,A1,,Parler de loisirs,84,672
lnrockuptibles,nom,A1,,,85,673
loin,adverbe,A1,,,85,674
chien,nom,A1,,Parler de loisirs,85,675
cieux,nom,A1,,Parler de loisirs,85,676
colette,nom,A1,,Parler de loisirs,85,677
consulat,nom,A1,,Parler de loisirs,85,678
farci,adjectif,A1,,Parler de loisirs,85,679
grand - père,nom,A1,,Parler de loisirs,85,680
lorrain,nom,A1,,,86,681
luge,nom,A1,,,86,682
loisir - passion,nom,A1,,Parler de loisirs,86,683
louis,nom,A1,,Parler de loisirs,86,684
léa,nom,A1,,Parler de loisirs,86,685
malhonnête,adjectif,A1,,Parler de loisirs,86,686
marquisien,nom,A1,,Parler de loisirs,86,687
marre,adverbe,A1,,Parler de loisirs,86,688
lundi,nom,A1,,,87,689
légume,nom,A1,,,87,690
pleuvoir,verbe,A1,,Parler de loisirs,87,691
quatre,déterminant,A1,,Parler de loisirs,87,692
quatre,adjectif,A1,,Parler de loisirs,87,693
quille,nom,A1,,Parler de loisirs,87,694
salade,nom,A1,,Parler de loisirs,87,695
vincent,nom,A1,,Parler de loisirs,87,696
magnifique,adjectif,A1,,,88,697
mail,nom,A1,,,88,698
vouloir,verbe,A1,,Parler de loisirs,88,699
boutique,nom,A1,,Faire du shopping,88,700
cartable,nom,A1,,Faire du shopping,88,701
faire,nom,A1,,Faire du shopping,88,702
faire,verbe,A1,,Faire du shopping,88,703
faire jour,verbe,A1,,Faire du shopping,88,704
maman,nom,A1,,,89,705
mami,nom,A1,,,89,706
mer,nom,A1,,Faire du shopping,89,707
merci,nom,A1,,Faire du shopping,89,708
mercredi,nom,A1,,Faire du shopping,89,709
samedi,nom,A1,,Faire du shopping,89,710
superbe,adjectif,A1,,Faire du shopping,89,711
blogueuse,nom,A1,,Raconter des anecdotes,89,712
maquette,nom,A1,,,90,713
maquiller,verbe,A1,,,90,714
colombien,adjectif,A1,,Raconter des anecdotes,90,715
fanzine,nom,A1,,Raconter des anecdotes,90,716
pénitence,nom,A1,,Raconter des anecdotes,90,717
raconter,verbe,A1,,Raconter des anecdotes,90,718
tribulations,nom,A1,,Raconter des anecdotes,90,719
admirable,adjectif,A1,,Exprimer la gratitude,90,720
mari,nom,A1,,,91,721
marron,adjectif,A1,,,91,722
adoubement,nom,A1,,Exprimer la gratitude,91,723
cornet,nom,A1,,Parler d'intérêts,91,724
d' avant,adverbe,A1,,Parler d'intérêts,91,725
d' ici,adverbe,A1,,Parler d'intérêts,91,726
di,préposition,A1,,Parler d'intérêts,91,727
et,conjonction,A1,,Parler d'intérêts,91,728
mayonnaise,adjectif,A1,,,92,729
maçon,nom,A1,,,92,730
fille,nom,A1,,Parler d'intérêts,92,731
fils,nom,A1,,Parler d'intérêts,92,732
ils,pronom,A1,,Parler d'intérêts,92,733
incontesté,adjectif,A1,,Parler d'intérêts,92,734
intéresser,verbe,A1,,Parler d'intérêts,92,735
lunettes,nom,A1,,Parler d'intérêts,92,736
melon,nom,A1,,,93,737
menthe,nom,A1,,,93,738
par ici,adverbe,A1,,Parler d'intérêts,93,739
par nuit,adverbe,A1,,Parler d'intérêts,93,740
paradis,nom,A1,,Parler d'intérêts,93,741
plaire,verbe,A1,,Parler d'intérêts,93,742
ét,nom,A1,,Parler d'intérêts,93,743
chat,adjectif,A1,,Engager une conversation,93,744
mexicain,adjectif,A1,,,94,745
mi,déterminant,A1,,,94,746
châtaignier,nom,A1,,Engager une conversation,94,747
châtain,adjectif,A1,,Engager une conversation,94,748
châtelet,nom,A1,,Engager une conversation,94,749
téléconférence,nom,A1,,Engager une conversation,94,750
étudiant,nom,A1,,Engager une conversation,94,751
étudiant,adjectif,A1,,Engager une conversation,94,752
mi - longs,nom,A1,,,95,753
micro,nom,A1,,,95,754
agréablement,adverbe,A1,,Partager des anecdotes,95,755
apartager,nom,A1,,Partager des anecdotes,95,756
archéologue,nom,A1,,Partager des anecdotes,95,757
propager,verbe,A1,,Partager des anecdotes,95,758
autrichien,adjectif,A1,,Raconter son dernier voyage,95,759
autrichiens,nom,A1,,Raconter son dernier voyage,95,760
microclimat,nom,A1,,,96,761
minute,nom,A1,,,96,762
blouson,nom,A1,,Raconter son dernier voyage,96,763
cuillérée,nom,A1,,Raconter son dernier voyage,96,764
cuisinier,nom,A1,,Raconter son dernier voyage,96,765
déranger,verbe,A1,,Raconter son dernier voyage,96,766
louise,déterminant,A1,,Raconter son dernier voyage,96,767
montagnard,nom,A1,,Raconter son dernier voyage,96,768
mme,nom,A1,,,97,769
mmmmmmmm,nom,A1,,,97,770
palet,nom,A1,,Raconter son dernier voyage,97,771
pionnier,adjectif,A1,,Raconter son dernier voyage,97,772
pont,nom,A1,,Raconter son dernier voyage,97,773
pont - levis,nom,A1,,Raconter son dernier voyage,97,774
raquette,nom,A1,,Raconter son dernier voyage,97,775
roulé,adjectif,A1,,Raconter son dernier voyage,97,776
mo,,A1,,,98,777
mon,déterminant,A1,,,98,778
saucisson,nom,A1,,Raconter son dernier voyage,98,779
tranchant,adjectif,A1,,Raconter son dernier voyage,98,780
tuilerie,nom,A1,,Raconter son dernier voyage,98,781
histoire,nom,A1,,Parler de l'histoire,98,782
musée,nom,A1,,Parler de l'histoire,98,783
aiùe,verbe,A1,,Rencontrer des amis,98,784
monopoly,nom,A1,,,99,785
moquette,nom,A1,,,99,786
ami,adjectif,A1,,Rencontrer des amis,99,787
ami,nom,A1,,Rencontrer des amis,99,788
amicalement,adverbe,A1,,Rencontrer des amis,99,789
amie,nom,A1,,Rencontrer des amis,99,790
amiens,nom,A1,,Rencontrer des amis,99,791
en - cas,adverbe,A1,,Rencontrer des amis,99,792
motoneige,nom,A1,,,100,793
mou,adjectif,A1,,,100,794
en bas,adverbe,A1,,Rencontrer des amis,100,795
en selle,adverbe,A1,,Rencontrer des amis,100,796
en été,adverbe,A1,,Rencontrer des amis,100,797
mai,nom,A1,,Rencontrer des amis,100,798
mais,conjonction,A1,,Rencontrer des amis,100,799
oui,adverbe,A1,,Rencontrer des amis,100,800
moulin,nom,A1,,,101,801
mousse,nom,A1,,,101,802
oui,nom,A1,,Rencontrer des amis,101,803
rencontre,nom,A1,,Rencontrer des amis,101,804
réfléchir,verbe,A1,,Rencontrer des amis,101,805
tu fais quoi,adverbe,A1,,Rencontrer des amis,101,806
viens,nom,A1,,Rencontrer des amis,101,807
échange,déterminant,A1,,Rencontrer des amis,101,808
mousse,adjectif,A1,,,102,809
mr,nom,A1,,,102,810
écu,nom,A1,,Rencontrer des amis,102,811
écurie,nom,A1,,Rencontrer des amis,102,812
écus,nom,A1,,Rencontrer des amis,102,813
élec,nom,A1,,Rencontrer des amis,102,814
beau - père,nom,A1,,Parler de ses parents,102,815
grand - parent,nom,A1,,Parler de ses parents,102,816
mule,nom,A1,,,103,817
musculation,nom,A1,,,103,818
pers,nom,A1,,Parler de ses parents,103,819
pers,adjectif,A1,,Parler de ses parents,103,820
acharnement,nom,A1,,Faire une réclamation,103,821
informatique,nom,A1,,Répéter des informations,103,822
laitier,adjectif,A1,,Parler de la religion,103,823
évangéliste,nom,A1,,Parler de la religion,103,824
mère,nom,A1,,,104,825
méchamment,adverbe,A1,,,104,826
aime,nom,A1,,Donner des suggestions,104,827
ben oui,adverbe,A1,,Donner des suggestions,104,828
bon,adjectif,A1,,Donner des suggestions,104,829
bonjour,nom,A1,,Donner des suggestions,104,830
cadreur,nom,A1,,Donner des suggestions,104,831
charrette,nom,A1,,Donner des suggestions,104,832
méléagant,verbe,A1,,,105,833
méme,nom,A1,,,105,834
cire,nom,A1,,Donner des suggestions,105,835
corde,nom,A1,,Donner des suggestions,105,836
dimanche,nom,A1,,Donner des suggestions,105,837
doré,nom,A1,,Donner des suggestions,105,838
douve,nom,A1,,Donner des suggestions,105,839
en noir,adverbe,A1,,Donner des suggestions,105,840
métal,nom,A1,,,106,841
métro,nom,A1,,,106,842
frit,adjectif,A1,,Donner des suggestions,106,843
guillaume,nom,A1,,Donner des suggestions,106,844
huître,nom,A1,,Donner des suggestions,106,845
jouet,nom,A1,,Donner des suggestions,106,846
julien,adjectif,A1,,Donner des suggestions,106,847
juste à côté,adverbe,A1,,Donner des suggestions,106,848
métropolitain,adjectif,A1,,,107,849
nickel,nom,A1,,,107,850
laurent,nom,A1,,Donner des suggestions,107,851
livret,,A1,,Donner des suggestions,107,852
machin,nom,A1,,Donner des suggestions,107,853
moderne,adjectif,A1,,Donner des suggestions,107,854
muscadet,nom,A1,,Donner des suggestions,107,855
où,adverbe,A1,,Donner des suggestions,107,856
non - stop,adverbe,A1,,,108,857
noyade,nom,A1,,,108,858
préféré,adjectif,A1,,Donner des suggestions,108,859
qui de,préposition,A1,,Donner des suggestions,108,860
serper,verbe,A1,,Donner des suggestions,108,861
suisse,adjectif,A1,,Donner des suggestions,108,862
viande,nom,A1,,Donner des suggestions,108,863
agréable,adjectif,A1,,S'excuser,108,864
nul,nom,A1,,,109,865
numéro,nom,A1,,,109,866
aller,nom,A1,,S'excuser,109,867
aller,verbe,A1,,S'excuser,109,868
aréner,verbe,A1,,S'excuser,109,869
blinder,verbe,A1,,S'excuser,109,870
ches,nom,A1,,S'excuser,109,871
douches,nom,A1,,S'excuser,109,872
nymphéa,nom,A1,,,110,873
oh non,adverbe,A1,,,110,874
embêter,verbe,A1,,S'excuser,110,875
excuser,verbe,A1,,S'excuser,110,876
habiter,verbe,A1,,S'excuser,110,877
pardon,nom,A1,,S'excuser,110,878
sacerdotal,adjectif,A1,,S'excuser,110,879
sncf,nom,A1,,S'excuser,110,880
oh zut,adverbe,A1,,,111,881
ok,nom,A1,,,111,882
soignant,adjectif,A1,,S'excuser,111,883
sors,nom,A1,,S'excuser,111,884
sos,nom,A1,,S'excuser,111,885
stupide,adjectif,A1,,S'excuser,111,886
terrer,verbe,A1,,S'excuser,111,887
tôt,adverbe,A1,,S'excuser,111,888
on,pronom,A1,,,112,889
onu,nom,A1,,,112,890
vers,nom,A1,,S'excuser,112,891
séj,nom,A1,,Parler de ses objectifs,112,892
au,préposition,A1,,Emmener sa voiture au garage,112,893
au premier jour,adverbe,A1,,Emmener sa voiture au garage,112,894
autocar,nom,A1,,Emmener sa voiture au garage,112,895
autou,adjectif,A1,,Emmener sa voiture au garage,112,896
onze,déterminant,A1,,,113,897
open,adjectif,A1,,,113,898
car,nom,A1,,Emmener sa voiture au garage,113,899
carnaval,nom,A1,,Emmener sa voiture au garage,113,900
emmener,verbe,A1,,Emmener sa voiture au garage,113,901
empoigner,verbe,A1,,Emmener sa voiture au garage,113,902
esquimau,nom,A1,,Emmener sa voiture au garage,113,903
suite à,préposition,A1,,Emmener sa voiture au garage,113,904
orange,nom,A1,,,114,905
orange,adjectif,A1,,,114,906
noémie,nom,A1,,Donner son opinion sur la nourriture,114,907
tendre,nom,A1,,Donner son opinion sur la nourriture,114,908
climatiseur,nom,A1,,Consulter son médecin,114,909
médicinal,adjectif,A1,,Consulter son médecin,114,910
patient,adjectif,A1,,Consulter son médecin,114,911
baladeur,nom,A1,,Parler de sa vie scolaire,114,912
orientable,adjectif,A1,,,115,913
pa,verbe,A1,,,115,914
italien,adjectif,A1,,Parler de sa vie scolaire,115,915
italiens,nom,A1,,Parler de sa vie scolaire,115,916
lamenter,verbe,A1,,Parler de sa vie scolaire,115,917
luire,verbe,A1,,Parler de sa vie scolaire,115,918
marrant,nom,A1,,Parler de sa vie scolaire,115,919
marrant,adjectif,A1,,Parler de sa vie scolaire,115,920
palé,adjectif,A1,,,116,921
pamplemousse,nom,A1,,,116,922
pourboire,nom,A1,,Parler de sa vie scolaire,116,923
scénique,adjectif,A1,,Parler de sa vie scolaire,116,924
toi,pronom,A1,,Parler de sa vie scolaire,116,925
toujours debout,adverbe,A1,,Parler de sa vie scolaire,116,926
tu vas,adverbe,A1,,Parler de sa vie scolaire,116,927
tu viens,adverbe,A1,,Parler de sa vie scolaire,116,928
pan pan pan,adverbe,A1,,,117,929
papa,nom,A1,,,117,930
têtu,adjectif,A1,,Parler de sa vie scolaire,117,931
vélo,nom,A1,,Parler de sa vie scolaire,117,932
antiquité,nom,A1,,Planifier une fête,117,933
fermeture,nom,A1,,Planifier une fête,117,934
fermez,préposition,A1,,Planifier une fête,117,935
félicitations,nom,A1,,Planifier une fête,117,936
parasol,nom,A1,,,118,937
parking,nom,A1,,,118,938
férié,adjectif,A1,,Planifier une fête,118,939
fév,adverbe,A1,,Planifier une fête,118,940
févier,nom,A1,,Planifier une fête,118,941
fête,nom,A1,,Planifier une fête,118,942
siester,verbe,A1,,Planifier une fête,118,943
affoler,verbe,A1,,Parler du trafic,118,944
pasteurisation,nom,A1,,,119,945
persil,nom,A1,,,119,946
belote,nom,A1,,Parler du trafic,119,947
bicyclette,nom,A1,,Parler du trafic,119,948
boeuf,nom,A1,,Parler du trafic,119,949
boeuf,adjectif,A1,,Parler du trafic,119,950
bougie,nom,A1,,Parler du trafic,119,951
briller,verbe,A1,,Parler du trafic,119,952
photocopie,nom,A1,,,120,953
pipi,nom,A1,,,120,954
chauff,nom,A1,,Parler du trafic,120,955
chauffeur,adjectif,A1,,Parler du trafic,120,956
et puis,conjonction,A1,,Parler du trafic,120,957
falaise,nom,A1,,Parler du trafic,120,958
fiel,nom,A1,,Parler du trafic,120,959
matin,adverbe,A1,,Parler du trafic,120,960
piscine,nom,A1,,,121,961
pl,nom,A1,,,121,962
matin,nom,A1,,Parler du trafic,121,963
parfait,adjectif,A1,,Parler du trafic,121,964
péniche,nom,A1,,Parler du trafic,121,965
traboule,nom,A1,,Parler du trafic,121,966
trafiquant,nom,A1,,Parler du trafic,121,967
travailler,verbe,A1,,Parler du trafic,121,968
plage,nom,A1,,,122,969
plat,nom,A1,,,122,970
troglodyte,adjectif,A1,,Parler du trafic,122,971
trompe,nom,A1,,Parler du trafic,122,972
trop,adverbe,A1,,Parler du trafic,122,973
troubadour,nom,A1,,Parler du trafic,122,974
trouver,verbe,A1,,Parler du trafic,122,975
truffé,adjectif,A1,,Parler du trafic,122,976
plateau,nom,A1,,,123,977
pomme,nom,A1,,,123,978
tu as fait,adverbe,A1,,Parler du trafic,123,979
tu trouves ça drôle,nom,A1,,Parler du trafic,123,980
astronomique,adjectif,A1,,Décrire la nature,123,981
bio,adverbe,A1,,Décrire la nature,123,982
cactus,nom,A1,,Décrire la nature,123,983
inhérent,adjectif,A1,,Décrire la nature,123,984
poney,nom,A1,,,124,985
port,nom,A1,,,124,986
langouste,nom,A1,,Décrire la nature,124,987
minéral,adjectif,A1,,Décrire la nature,124,988
non bio,adverbe,A1,,Décrire la nature,124,989
oenologie,nom,A1,,Décrire la nature,124,990
à terre,adverbe,A1,,Décrire la nature,124,991
écouter,verbe,A1,,Décrire la nature,124,992
possible,adjectif,A1,,,125,993
poster,nom,A1,,,125,994
bien à tout le monde,nom,A1,,Parler du monde du travail,125,995
surprise pour tout le monde,nom,A1,,Parler du monde du travail,125,996
tout le monde,pronom,A1,,Parler du monde du travail,125,997
en direction de,préposition,A1,,Décrire des lieux,125,998
et tu as,adverbe,A1,,Décrire des lieux,125,999
tu es où,conjonction,A1,,Décrire des lieux,125,1000
pottok,nom,A1,,,126,1001
poupée,nom,A1,,,126,1002
tu penses que,conjonction,A1,,Décrire des lieux,126,1003
tu vas où,adverbe,A1,,Décrire des lieux,126,1004
baguettes,nom,A1,,Parler de célébrités,126,1005
bleus,nom,A1,,Parler de célébrités,126,1006
bouteille,nom,A1,,Parler de célébrités,126,1007
ce,pronom,A1,,Parler de célébrités,126,1008
prince,nom,A1,,,127,1009
prune,adjectif,A1,,,127,1010
cerf - volant,nom,A1,,Parler de célébrités,127,1011
chaleureux,adjectif,A1,,Parler de célébrités,127,1012
chèvre,nom,A1,,Parler de célébrités,127,1013
céleri,nom,A1,,Parler de célébrités,127,1014
célibataire,adjectif,A1,,Parler de célébrités,127,1015
célèbre,adjectif,A1,,Parler de célébrités,127,1016
prune,nom,A1,,,128,1017
pull,nom,A1,,,128,1018
célébrer,verbe,A1,,Parler de célébrités,128,1019
demi - bouteille,nom,A1,,Parler de célébrités,128,1020
difficile,adjectif,A1,,Parler de célébrités,128,1021
farandole,nom,A1,,Parler de célébrités,128,1022
grincement,nom,A1,,Parler de célébrités,128,1023
huile,nom,A1,,Parler de célébrités,128,1024
pyjama,nom,A1,,,129,1025
pyjama,,A1,,,129,1026
kebir,,A1,,Parler de célébrités,129,1027
légende,nom,A1,,Parler de célébrités,129,1028
marrer,verbe,A1,,Parler de célébrités,129,1029
merveille,nom,A1,,Parler de célébrités,129,1030
non merci,adverbe,A1,,Parler de célébrités,129,1031
perle,nom,A1,,Parler de célébrités,129,1032
pédaler,verbe,A1,,,130,1033
quart,adjectif,A1,,,130,1034
pittoresque,adjectif,A1,,Parler de célébrités,130,1035
romanche,nom,A1,,Parler de célébrités,130,1036
secourir,verbe,A1,,Parler de célébrités,130,1037
allergique,adjectif,A1,,Parler de nourriture,130,1038
beurre,nom,A1,,Parler de nourriture,130,1039
canut,nom,A1,,Parler de nourriture,130,1040
quart,nom,A1,,,131,1041
radiothérapie,nom,A1,,,131,1042
pointure,nom,A1,,Parler de nourriture,131,1043
tout,adverbe,A1,,Parler de nourriture,131,1044
tout,adjectif,A1,,Parler de nourriture,131,1045
toute,adjectif,A1,,Parler de nourriture,131,1046
toute,nom,A1,,Parler de nourriture,131,1047
voiture,nom,A1,,Parler de nourriture,131,1048
raid,nom,A1,,,132,1049
raide,adjectif,A1,,,132,1050
aodre,verbe,A1,,Rendre un article,132,1051
cité,nom,A1,,Rendre un article,132,1052
dia,nom,A1,,Rendre un article,132,1053
sourdre,verbe,A1,,Rendre un article,132,1054
ah ouais,adverbe,A1,,Faire une annonce,132,1055
amérindien,nom,A1,,Faire une annonce,132,1056
raisin,nom,A1,,,133,1057
randonneur,nom,A1,,,133,1058
anniversaire,nom,A1,,Faire une annonce,133,1059
